region	.1 Percentile	99.9 Percentile	Mean	Total
TAS1R3	1.89354	2.66886	2.25555	2569
DVL1	1.8223	2.42542	2.09692	2569
MIR6808	1.59414	2.75986	2.12446	2569
MXRA8	1.65976	2.22134	1.91296	2569
AURKAIP1	1.69611	2.65203	2.18821	2569
CCNL2	1.77585	2.55846	2.20644	2569
MRPL20-AS1	1.77724	2.56575	2.18987	2569
MRPL20	1.68411	2.35064	2.07176	2569
MRPL20-DT	1.51631	2.28632	1.90494	2569
ANKRD65	1.7936	2.57159	2.20153	2569
ANKRD65-AS1	1.6738	2.37946	2.06235	2569
TMEM88B	1.4926	2.10273	1.78984	2569
LINC01770	1.73158	2.37743	2.0845	2569
LOC107985729	1.72169	2.48048	2.15065	2569
VWA1	1.86177	2.35586	2.12778	2569
ATAD3C	0.63388	3.04221	2.02796	2569
ATAD3B	0.92061	2.90716	2.06071	2569
ATAD3A	1.64852	2.27307	2.04455	2569
TMEM240	1.71219	2.20275	1.97096	2569
SSU72	1.89682	2.2893	2.09975	2569
FNDC10	1.65803	2.3193	1.99263	2569
LOC105378586	1.736	2.16743	1.95499	2569
MIB2	1.96026	2.37916	2.17142	2569
LOC124903821	1.80811	2.23794	2.02029	2569
MMP23B	1.49398	2.6451	2.09565	2569
CDK11B	1.15215	3.30817	2.22039	2569
SLC35E2B	1.04905	3.24746	2.11731	2569
MMP23A	0.39916	3.81873	2.10992	2569
CDK11A	0.01303	3.21911	1.72931	2569
SLC35E2A	0.36662	3.28246	1.98147	2569
LOC112268218	1.12339	3.0568	2.00995	2569
NADK	1.88726	2.3193	2.10665	2569
GNB1	1.87877	2.30986	2.11791	2569
GNB1-DT	1.50005	2.13943	1.8328	2569
LOC124903822	1.83126	2.50902	2.18058	2569
CALML6	1.69516	2.40678	2.05491	2569
TMEM52	1.66134	2.41275	2.04483	2569
CFAP74	1.86485	2.1903	2.03751	2569
LOC107984872	1.72785	2.5733	2.15349	2569
LOC105378589	1.78154	2.28786	2.05428	2569
GABRD	1.8868	2.28743	2.09744	2569
LOC105378590	1.88196	2.28173	2.116	2569
PRKCZ	1.92426	2.152	2.05228	2569
PRKCZ-DT	1.85351	2.6153	2.22179	2569
PRKCZ-AS1	1.75357	2.44586	2.10593	2569
FAAP20	1.90782	2.28116	2.11169	2569
LOC112268219	1.87687	2.62	2.23874	2569
LOC105378593	1.65698	2.46316	2.11722	2569
LOC124903823	1.85262	2.30586	2.08497	2569
SKI	1.90277	2.18302	2.07705	2569
LOC124903824	1.75156	2.34621	2.07041	2569
MORN1	1.80377	2.22343	2.09523	2569
LOC100129534	1.66357	2.41881	2.04044	2569
RER1	1.89411	2.30943	2.11838	2569
PEX10	1.93711	2.37773	2.16215	2569
PLCH2	1.89505	2.19186	2.07106	2569
TNFRSF14	1.77876	2.34078	2.08957	2569
MMEL1	1.7448	2.15689	2.00684	2569
MMEL1-AS1	1.61296	2.15743	1.94518	2569
LOC105378598	1.38364	2.2441	1.90061	2569
LOC124903825	1.62262	2.43282	2.09409	2569
LOC124903826	1.58989	2.45043	2.10404	2569
ACTRT2	1.44107	2.2825	1.89221	2569
LOC124903827	1.77473	2.20616	2.04146	2569
PRDM16-DT	1.76393	2.24659	2.03174	2569
PRDM16	1.77968	2.10473	1.99649	2569
MIR4251	1.51457	2.68738	2.08162	2569
LOC105378606	1.70988	2.33275	2.01903	2569
LOC107984909	1.63251	2.13032	1.91064	2569
LOC105378605	1.59739	2.34655	2.01824	2569
LOC124903828	1.75927	2.18246	1.99912	2569
LOC105378604	1.69491	2.133	1.94584	2569
ARHGEF16	1.72814	2.11518	1.97266	2569
MEGF6	1.8243	2.088	1.99257	2569
LOC105378608	1.6497	2.39643	2.07468	2569
MIR551A	1.45864	2.46716	1.95861	2569
TPRG1L	1.80531	2.36321	2.09182	2569
WRAP73	1.84433	2.34844	2.10306	2569
TP73	1.86226	2.14902	2.00115	2569
TP73-AS3	1.72108	2.2573	1.9924	2569
TP73-AS2	1.74442	2.42489	2.10205	2569
GFOD3P	1.83842	2.27789	2.05779	2569
CCDC27	1.78058	2.20232	1.99552	2569
SMIM1	1.64914	2.27573	1.98809	2569
LRRC47	1.83903	2.29805	2.08153	2569
CEP104	1.77022	2.21776	1.98053	2569
LOC124903829	1.67651	2.43691	2.02067	2569
DFFB	1.80377	2.27118	2.01456	2569
C1orf174	1.80251	2.40285	2.06583	2569
LINC01134	1.85865	3.15932	2.06606	2569
LINC01346	1.67631	2.15743	1.91813	2569
LINC01345	1.42162	2.2793	1.86556	2569
LINC02780	1.76714	2.07907	1.9241	2569
LINC01777	1.68926	2.11743	1.93586	2569
LOC105376674	1.63675	2.1193	1.89996	2569
LOC124904578	1.59877	2.20082	1.89124	2569
LINC01646	1.60968	2.05546	1.84225	2569
AJAP1	1.76216	2.04616	1.93216	2569
LINC02781	1.10644	2.10146	1.91363	2569
LOC124904589	1.44137	2.21532	1.97699	2569
LOC102724429	1.64379	2.19748	1.94689	2569
LINC02782	1.71285	2.15205	1.95789	2569
LOC105376682	1.61828	2.17916	1.91477	2569
LOC124904590	1.71714	2.21643	1.9985	2569
LOC107984911	1.82056	2.23086	2.04287	2569
LOC105376686	1.64482	2.25416	1.98154	2569
LOC124900451	1.01978	2.48134	1.94662	2569
LOC124903830	1.76199	2.25591	2.03631	2569
MIR4689	1.40799	2.57655	2.03106	2569
NPHP4	1.95754	2.15675	2.05623	2569
KCNAB2	1.93305	2.14986	2.04236	2569
LOC124903831	1.55491	2.36943	1.96553	2569
CHD5	1.81008	2.08716	1.96275	2569
RPL22	1.85539	2.30016	2.1018	2569
RNF207-AS1	1.70031	2.40016	2.04756	2569
RNF207	1.83535	2.25291	2.06456	2569
ICMT	1.91457	2.3683	2.15036	2569
ICMT-DT	1.7358	2.39637	2.05491	2569
HES3	1.43172	2.15964	1.83863	2569
GPR153	1.74362	2.1723	1.96484	2569
ACOT7	1.94554	2.219	2.09873	2569
HES2	1.8205	2.43602	2.18569	2569
ESPN	1.84481	2.22116	2.08116	2569
MIR4252	1.38254	2.42737	1.92394	2569
TNFRSF25	1.85228	2.35889	2.10716	2569
PLEKHG5	1.92031	2.17702	2.05118	2569
NOL9	1.79205	2.15002	1.9811	2569
TAS1R1	1.67082	2.1433	1.98485	2569
LOC107984912	1.76924	2.20216	2.00366	2569
ZBTB48	1.93754	2.35143	2.13871	2569
KLHL21	1.97034	2.36875	2.16632	2569
LOC107984913	1.85708	2.3723	2.12881	2569
PHF13	1.78835	2.23873	2.03074	2569
THAP3	1.88526	2.30186	2.08549	2569
DNAJC11	1.90211	2.28173	2.07894	2569
LINC01672	1.69128	2.39676	1.98696	2569
LOC124904847	1.42084	2.45753	1.9221	2569
CAMTA1-DT	1.7828	2.63605	2.20197	2569
CAMTA1	1.94403	2.085	2.01275	2569
LOC124903832	1.93826	2.28075	2.09668	2569
CAMTA1-AS3	1.6843	2.20089	1.96771	2569
LOC124900385	1.68118	2.21646	1.97762	2569
CAMTA1-AS2	1.74462	2.2143	1.98179	2569
CAMTA1-AS1	1.66888	2.55975	2.09834	2569
LOC105376691	1.67028	2.18773	1.94241	2569
LOC105376689	1.72182	2.09886	1.90836	2569
VAMP3	1.85311	2.3736	2.0821	2569
PER3	1.88282	2.23873	2.04171	2569
LOC124903833	1.85077	2.27359	2.06696	2569
UTS2	1.81942	2.09848	1.9566	2569
TNFRSF9	1.91228	2.26602	2.09664	2569
PARK7	1.85419	2.24973	2.07655	2569
LOC124903834	1.87028	2.3833	2.11902	2569
ERRFI1	1.89351	2.25259	2.0679	2569
ERRFI1-DT	1.8978	2.16705	2.05049	2569
LOC107984915	1.70265	2.50426	1.98584	2569
LINC01714	1.72975	2.32373	2.05849	2569
LOC105376695	1.73008	2.16373	1.95851	2569
LOC124903835	1.78056	2.11462	1.96564	2569
SLC45A1	1.85805	2.18659	2.02339	2569
RERE	1.94347	2.22621	2.09874	2569
RERE-AS1	1.84634	2.31959	2.09866	2569
SNORD128	1.68226	2.83591	2.27282	2569
LOC124900452	1.42426	2.65959	2.13726	2569
ENO1	1.86831	2.33286	2.0891	2569
MIR6728	1.63785	2.47059	2.03944	2569
ENO1-AS1	1.72154	2.58634	2.14618	2569
LOC112268261	1.83553	2.24043	2.03908	2569
CA6	1.75885	2.20416	2.0421	2569
SLC2A7	1.8968	2.2173	2.07794	2569
SLC2A5	1.83057	2.21089	2.05477	2569
LOC124900441	1.53833	2.683	2.12817	2569
GPR157	1.6058	2.18986	2.01047	2569
MIR34AHG	1.86691	2.23773	2.08736	2569
MIR34A	1.5498	2.62648	2.07061	2569
LNCTAM34A	1.85308	2.32343	2.08709	2569
H6PD	1.89453	2.43905	2.08968	2569
LOC124903836	1.64234	2.43846	2.05169	2569
SPSB1	1.89381	2.72678	2.04628	2569
LINC02606	1.66669	2.34659	2.02368	2569
SLC25A33	1.79544	2.39602	2.12343	2569
TMEM201	1.92324	2.34589	2.15839	2569
LOC124903837	1.65264	2.373	2.08596	2569
PIK3CD	1.86	2.25705	2.08641	2569
LOC105376712	1.61376	2.40043	2.01767	2569
PIK3CD-AS1	1.70534	2.441	2.05883	2569
PIK3CD-AS2	1.68745	2.24859	2.03646	2569
LOC124903839	1.78573	2.62508	2.19782	2569
CLSTN1	1.82554	2.26505	2.09973	2569
CTNNBIP1	1.84098	2.30773	2.11668	2569
LOC105376717	1.76434	2.3913	2.11198	2569
LOC124903838	1.78211	2.44705	2.09462	2569
LZIC	1.86921	2.39559	2.15102	2569
NMNAT1	1.83965	2.27478	2.07438	2569
TMEM274P	1.83737	2.36	2.10052	2569
MIR5697	1.54334	2.59137	2.04868	2569
LOC124903840	1.66134	2.28296	1.95953	2569
RBP7	1.799	2.49119	2.0993	2569
UBE4B	1.94684	2.35691	2.1501	2569
KIF1B	1.917	2.33389	2.12219	2569
PGD	1.88277	2.3365	2.11173	2569
CENPS	1.83951	2.28948	2.05604	2569
CENPS-CORT	1.85302	2.23843	2.064	2569
CORT	1.38235	2.5773	2.17895	2569
DFFA	1.8488	2.23589	2.04756	2569
PEX14	1.9218	2.1563	2.05541	2569
CASZ1	1.94408	2.14846	2.05798	2569
LOC105376733	1.85442	2.365	2.12367	2569
LOC105376735	1.80854	2.29575	2.06579	2569
C1orf127	1.87028	2.2213	2.05332	2569
TARDBP	1.82757	2.27818	2.0682	2569
MASP2	1.51931	2.11075	1.92301	2569
SRM	1.64424	2.197	1.94738	2569
EXOSC10	1.85416	2.28089	2.06534	2569
EXOSC10-AS1	1.6791	2.44559	2.07555	2569
MTOR	1.94331	2.23332	2.08577	2569
MTOR-AS1	1.79508	2.31043	2.05719	2569
LOC124904848	1.5468	2.80833	2.20022	2569
ANGPTL7	1.77798	2.33212	2.08978	2569
UBIAD1	1.90426	2.23043	2.07566	2569
LOC105376737	1.69118	2.32162	2.04856	2569
LOC105376739	1.71708	2.30932	2.00268	2569
LOC105376740	1.66685	2.22048	1.96573	2569
LOC124903841	1.68076	2.35564	2.04181	2569
DISP3	1.91577	2.16086	2.05098	2569
LOC124903842	1.72739	2.35007	2.03964	2569
LINC01647	1.65219	2.35602	2.0335	2569
FBXO2	1.84077	2.28591	2.06218	2569
FBXO44	1.801	2.21034	1.99829	2569
FBXO6	1.77534	2.20789	2.00177	2569
MAD2L2	1.831	2.174	2.01373	2569
DRAXIN	1.90508	2.18473	2.04159	2569
AGTRAP	1.90257	2.29786	2.10047	2569
C1orf167	1.81457	2.20589	1.98386	2569
C1orf167-AS1	1.5086	2.30932	1.92748	2569
MTHFR	1.894	2.24434	2.07576	2569
CLCN6	1.88733	2.34048	2.1544	2569
NPPA-AS1	1.84003	2.40843	2.16486	2569
NPPA	1.64162	2.43643	2.04587	2569
NPPB	1.77214	2.4643	2.12102	2569
RNU5E-1	1.37534	2.71094	1.9672	2569
LOC124903843	0.98671	2.43746	2.02584	2569
KIAA2013	1.76556	2.35873	2.06838	2569
PLOD1	1.78402	2.20364	1.98488	2569
MFN2	1.82198	2.39859	2.11608	2569
MIIP	1.80577	2.44698	2.13351	2569
MIR6729	1.64947	2.65789	2.25397	2569
TNFRSF8	1.86576	2.24716	2.08808	2569
MIR7846	1.79604	3.02437	2.41191	2569
TNFRSF1B	1.95262	2.28575	2.14119	2569
LOC124903844	1.83934	2.36802	2.1116	2569
MIR4632	1.63541	2.76248	2.21085	2569
VPS13D	2.02051	2.262	2.14533	2569
LOC124903845	1.94268	2.37946	2.16523	2569
SNORA59A	1.73859	2.91191	2.35105	2569
LINC02766	1.71542	2.32946	2.03069	2569
DHRS3	1.87308	2.128	2.0225	2569
MIR6730	1.51727	2.63414	2.07091	2569
AADACL4	1.79747	2.21643	2.06811	2569
LOC124903846	1.7696	2.30743	2.05092	2569
AADACL3	1.764	2.17886	1.99	2569
LOC124904811	1.52999	2.67958	2.12823	2569
CFAP107	1.84654	2.23273	2.06308	2569
PRAMEF12	1.69816	2.25118	1.97408	2569
PRAMEF1	0.01337	3.16854	1.914	2569
PRAMEF15	0.7198	3.19943	2.04035	2569
PRAMEF14	0.34733	3.32159	1.96556	2569
PRAMEF19	1.11705	2.83994	2.11716	2569
PRAMEF17	1.25536	2.38207	2.04716	2569
PRAMEF20	1.1245	2.13543	1.92245	2569
LRRC38	1.41719	2.05743	1.94465	2569
LOC102724856	1.13421	2.22721	1.9443	2569
LOC107984918	1.6418	2.2613	1.94419	2569
PDPN	1.87877	2.14386	2.00659	2569
LOC105378612	1.6255	2.34243	2.07022	2569
LOC105376756	1.75568	2.34169	2.05188	2569
LOC124900446	1.55939	2.62886	2.11063	2569
PRDM2	1.92528	2.15318	2.03506	2569
KAZN	1.8717	2.05496	1.97556	2569
LOC107985467	1.8428	2.10543	1.99357	2569
LOC124903847	1.77511	2.12886	1.98351	2569
KAZN-AS1	1.85203	2.08516	1.97682	2569
LOC124903850	1.70777	2.15343	1.945	2569
LOC105376759	1.14049	2.30126	2.00411	2569
LOC124903848	1.79669	2.27305	2.06418	2569
LOC107985469	1.82091	2.17043	2.00869	2569
LOC124903849	1.64392	2.439	2.04872	2569
TMEM51-AS1	1.79408	2.14289	1.98641	2569
TMEM51	1.82116	2.11646	1.96208	2569
TMEM51-AS2	1.53733	2.19773	1.95224	2569
FHAD1	1.95482	2.14502	2.0485	2569
LOC124903853	1.80388	2.4208	2.10486	2569
LOC124903852	1.91382	2.41346	2.16702	2569
FHAD1-AS1	1.83262	2.19759	2.04209	2569
LOC124903851	1.79519	2.30243	2.06485	2569
EFHD2-AS1	1.78977	2.18578	1.99186	2569
EFHD2	1.87528	2.178	2.03271	2569
CTRC	1.88805	2.28873	2.08388	2569
CELA2A	1.04531	2.22886	2.04079	2569
LOC105376767	1.04031	2.41021	2.09646	2569
CELA2B	1.36369	2.30646	2.08356	2569
CASP9	1.78088	2.20916	2.00844	2569
DNAJC16	1.81112	2.32471	2.09007	2569
SCARNA21B	1.53984	2.73248	2.11747	2569
AGMAT	1.68712	2.25246	1.98642	2569
LOC124903854	1.15635	2.2993	2.01886	2569
DDI2	1.8348	2.30034	2.10327	2569
RSC1A1	1.73077	2.56105	2.15586	2569
PLEKHM2	1.86122	3.00078	2.0835	2569
SLC25A34	1.32475	3.32343	2.16732	2569
SLC25A34-AS1	1.71671	3.17142	2.09859	2569
TMEM82	1.65029	3.05523	2.0086	2569
FBLIM1	1.82805	2.14743	2.01366	2569
UQCRHL	0.99729	2.4143	1.95651	2569
SPEN-AS1	1.74637	2.34196	2.05557	2569
SPEN	1.85685	2.2703	2.09401	2569
LOC124904815	1.55079	2.80869	2.17724	2569
ZBTB17	1.95454	2.27243	2.13951	2569
LOC124903855	1.83866	2.29518	2.10789	2569
SRARP	1.77102	2.35086	2.044	2569
HSPB7	1.60854	2.28873	1.90584	2569
CLCNKA	1.32721	3.67449	1.96322	2569
CLCNKB	0.9689	3.64364	1.89818	2569
FAM131C	1.81105	2.35591	2.05065	2569
EPHA2	1.88685	2.16616	2.04791	2569
EPHA2-AS1	1.8777	2.27023	2.08519	2569
LOC124903856	1.39663	3.20873	2.49972	2569
LOC124900584	3.51485	11.7395	6.95734	2569
CROCCP2	2.67192	10.18594	6.00446	2569
LOC124903858	0.84196	6.01986	2.70554	2569
LOC124903859	0.74699	5.27542	2.81161	2569
PADI4	1.71137	2.0463	1.88091	2569
LOC124903862	1.61192	2.55789	2.0984	2569
ARHGEF10L	1.86708	2.07559	1.98908	2569
LINC02810	1.66642	2.19773	1.95092	2569
ACTL8	1.79842	2.11021	1.98078	2569
LOC105376809	1.68099	2.09973	1.90369	2569
LOC105376812	1.63696	2.12443	1.8875	2569
LINC01654	1.62141	2.177	1.96206	2569
IGSF21	1.66213	2.0443	1.93854	2569
IGSF21-AS1	1.72926	2.09759	1.93512	2569
LOC124903864	1.52628	2.41175	1.96447	2569
LOC124903863	1.8035	2.23386	2.03083	2569
LOC124903865	1.15938	2.25091	1.97121	2569
KLHDC7A	1.67647	2.26955	1.95531	2569
PAX7	1.88354	2.08173	1.9894	2569
TAS1R2	1.82265	2.20243	2.00966	2569
ALDH4A1	1.86934	2.13659	2.01476	2569
MIR4695	1.51182	2.63373	2.1227	2569
MIR1290	1.62006	2.63067	2.13601	2569
LOC124903866	1.5737	2.50132	2.06264	2569
IFFO2	1.91808	2.17386	2.04392	2569
LOC105376815	1.86285	2.15846	2.01536	2569
UBR4	1.98108	2.20443	2.08637	2569
EMC1-AS1	1.9136	2.22143	2.07876	2569
EMC1	1.91754	2.19643	2.0622	2569
MRTO4	1.7613	2.27389	2.04034	2569
AKR7L	1.46177	2.22432	2.00036	2569
AKR7A3	0.38716	2.23443	2.01077	2569
LOC124903867	1.83988	2.22646	2.05152	2569
LOC100506730	1.61058	2.2861	1.95553	2569
AKR7A2	1.85234	2.27416	2.09718	2569
SLC66A1	1.84403	2.2493	2.0369	2569
CAPZB	1.92703	2.15105	2.04544	2569
LOC124903868	1.85734	2.33702	2.10319	2569
LOC124903869	1.75751	2.27032	2.00195	2569
LOC105376819	1.78903	2.16173	1.98464	2569
LOC105376818	1.49067	2.23802	1.91581	2569
LOC105376817	1.7396	2.19475	1.97734	2569
LOC124904816	1.45811	2.54328	1.94705	2569
MICOS10-DT	1.75434	2.3103	2.04533	2569
MICOS10	1.87857	2.23786	2.06872	2569
MICOS10-NBL1	1.90205	2.16959	2.04112	2569
RPS14P3	1.61421	2.49418	2.07487	2569
NBL1	1.83054	2.14373	1.9829	2569
HTR6	1.85931	2.21275	2.03947	2569
TMCO4	1.95405	2.16146	2.06549	2569
RNF186	1.62534	2.48578	2.06464	2569
RNF186-AS1	1.70241	2.2768	1.99858	2569
LOC105376823	1.91737	2.2573	2.10481	2569
OTUD3	1.95114	2.23173	2.09834	2569
PLA2G2E	1.72454	2.31689	2.0558	2569
PLA2G2A	1.80388	2.3133	2.07933	2569
PLA2G5	1.89	2.1361	2.00871	2569
PLA2G2D	1.72796	2.15143	1.95183	2569
PLA2G2F	1.84557	2.21643	2.04001	2569
LOC117779438	1.8136	2.30759	2.05577	2569
PLA2G2C	1.90305	2.19973	2.05054	2569
UBXN10	1.83914	2.21243	2.03373	2569
LOC105376825	1.78805	2.26286	2.05289	2569
LOC105376826	1.7268	2.29443	2.01175	2569
LINC01757	1.66228	2.42473	2.04833	2569
LOC105376828	1.54996	2.2738	1.91744	2569
VWA5B1	1.88991	2.11486	2.00608	2569
LOC124903870	1.55253	2.4811	2.03296	2569
LINC01141	1.85656	2.1243	2.00859	2569
LOC124903871	1.62315	2.32416	2.00309	2569
CAMK2N1	1.61137	2.18843	1.91924	2569
MUL1	1.83412	2.31732	2.08983	2569
FAM43B	1.74785	2.46918	2.13165	2569
CDA	1.85685	2.15907	2.00589	2569
PINK1	1.83037	2.23843	2.03209	2569
MIR6084	1.57508	2.756	2.18547	2569
PINK1-AS	1.81126	2.29373	2.02988	2569
DDOST	1.82785	2.27346	2.0459	2569
KIF17	1.76026	2.23723	1.99224	2569
SH2D5	1.9056	2.28786	2.09455	2569
HP1BP3	1.88026	2.2763	2.09514	2569
EIF4G3	1.95628	2.185	2.07202	2569
LOC105376830	1.83437	2.28359	2.08856	2569
LOC105376829	1.88722	2.27843	2.08921	2569
MIR1256	1.52327	2.30546	1.94363	2569
ECE1	1.9338	2.18162	2.07382	2569
LOC124903872	1.81551	2.30862	2.04431	2569
ECE1-AS1	1.8058	2.323	2.06146	2569
LOC105376832	1.17944	2.36859	1.95749	2569
NBPF3	1.23725	2.25932	2.00022	2569
ALPL	1.89428	2.12616	2.01969	2569
LINC02596	1.69403	2.23634	1.97635	2569
RAP1GAP	1.89193	2.1133	2.01055	2569
USP48	1.87708	2.20143	2.05049	2569
LDLRAD2	1.87665	2.27916	2.09364	2569
HSPG2	1.92737	2.15873	2.0596	2569
CELA3B	0.84119	2.55312	1.71625	2569
CELA3A	0.20825	3.06189	2.01377	2569
LINC01635	1.53662	2.23273	1.89512	2569
LINC00339	1.54799	2.18062	1.87104	2569
CDC42	1.83265	2.22243	2.03956	2569
WNT4	1.891	2.15943	2.03117	2569
LOC105376845	1.868	2.21102	2.04892	2569
LOC105376850	1.69831	2.22543	2.04449	2569
LOC107985377	1.24841	2.20246	1.97519	2569
MIR4418	0.81085	2.26832	1.86912	2569
LOC105376856	1.63592	2.23446	1.9469	2569
ZBTB40	1.95503	2.18343	2.07272	2569
EPHA8	1.87	2.18843	2.02073	2569
MIR6127	1.46357	2.52038	1.97363	2569
C1QA	1.69007	2.36705	2.04662	2569
C1QC	1.66203	2.2765	1.95802	2569
C1QB	1.67114	2.12918	1.91486	2569
EPHB2	1.90605	2.11732	2.01768	2569
MIR4684	1.40444	2.58823	2.00251	2569
MIR4253	1.53873	2.73786	2.08763	2569
LOC124903874	1.76316	2.315	2.03186	2569
LACTBL1	1.85407	2.2	2.04301	2569
TEX46	1.749	2.268	1.99972	2569
KDM1A	1.91693	2.218	2.08404	2569
MIR3115	1.29779	2.60302	2.01202	2569
LUZP1	1.92928	2.18616	2.07362	2569
HTR1D	1.86485	2.18748	2.03174	2569
LOC124903876	1.81085	2.273	2.07226	2569
LOC107984928	1.63469	2.5733	2.10102	2569
MDS2	1.78824	2.20673	2.00594	2569
RPL11	1.79742	2.40005	2.11076	2569
ELOA	1.89234	2.34316	2.14711	2569
ELOA-AS1	1.61526	2.26875	2.07119	2569
PITHD1	1.79942	2.36894	2.13122	2569
LOC105376860	1.65251	2.20678	1.93439	2569
LYPLA2	1.71262	2.22662	1.98763	2569
GALE	1.84002	2.40743	2.14102	2569
HMGCL	1.84382	2.26946	2.08855	2569
LOC105376861	1.63042	2.21064	1.98877	2569
FUCA1	1.85808	2.36546	2.13357	2569
CNR2	1.62654	2.07143	1.83898	2569
MIR378F	1.59704	2.39186	2.0021	2569
LOC124903877	1.7236	2.30916	2.04288	2569
PNRC2	1.6209	2.32205	1.9974	2569
SRSF10	1.74877	2.28348	2.0491	2569
LOC105378615	1.59666	2.56402	2.07925	2569
LOC105376863	1.50773	2.28016	1.94647	2569
LOC107984931	1.79885	2.20902	2.0216	2569
MYOM3	1.94205	2.2003	2.06781	2569
MYOM3-AS1	1.83842	2.26443	2.07143	2569
LOC124903878	1.73831	2.45846	2.11061	2569
LOC105376864	1.802	2.33386	2.0876	2569
IL22RA1	1.94603	2.2333	2.08431	2569
LOC124903879	1.75579	2.212	2.00552	2569
IFNLR1	1.87926	2.15443	2.01478	2569
LINC02800	1.76605	2.16486	1.97243	2569
GRHL3-AS1	1.86026	2.20746	2.02649	2569
GRHL3	1.95788	2.23846	2.10346	2569
STPG1	1.90366	2.282	2.1151	2569
NIPAL3	1.91461	2.28834	2.10556	2569
RCAN3AS	1.8103	2.33916	2.10129	2569
RCAN3	1.92351	2.27673	2.10525	2569
NCMAP-DT	1.86147	2.26343	2.07754	2569
NCMAP	1.66737	2.21573	2.03612	2569
SRRM1	1.8907	2.37005	2.14892	2569
LOC124904829	1.55728	2.69416	2.13526	2569
CLIC4	1.91	2.28059	2.10871	2569
LOC105376876	1.69945	2.22789	2.0194	2569
RUNX3	1.92358	2.28905	2.12089	2569
MIR6731	1.57157	2.73918	2.16006	2569
RUNX3-AS1	1.92327	2.32516	2.13629	2569
MIR4425	1.56662	2.72986	2.12669	2569
