region	.1 Percentile	99.9 Percentile	Mean	Total
UBE2J2	1.88072	2.45762	2.16395	1283
LINC01786	1.74282	2.48277	2.12343	1283
SCNN1D	1.78551	2.39392	2.07883	1283
ACAP3	1.84654	2.44498	2.08689	1283
MIR6726	1.7621	2.90793	2.31829	1283
SNORD167	1.60744	2.58954	2.05829	1283
PUSL1	1.77374	2.44339	2.11576	1283
INTS11	1.81303	2.35575	2.03388	1283
MIR6727	1.6692	2.80865	2.20376	1283
CPTP	1.86367	2.54518	2.18314	1283
TAS1R3	1.89277	2.66944	2.25578	1283
DVL1	1.86077	2.42867	2.09801	1283
MIR6808	1.59413	2.74803	2.1261	1283
MXRA8	1.71541	2.18513	1.91209	1283
AURKAIP1	1.70072	2.66662	2.19199	1283
CCNL2	1.96646	2.5719	2.20757	1283
MRPL20-AS1	1.83954	2.55231	2.19358	1283
MRPL20	1.75562	2.37923	2.07398	1283
MRPL20-DT	1.53241	2.28918	1.90322	1283
ANKRD65	1.84079	2.51972	2.19687	1283
ANKRD65-AS1	1.69403	2.36315	2.05957	1283
TMEM88B	1.50415	2.09931	1.79216	1283
LINC01770	1.72938	2.37459	2.08468	1283
LOC107985729	1.71718	2.46244	2.14881	1283
VWA1	1.86177	2.3518	2.12531	1283
ATAD3C	0.5832	3.01346	2.02425	1283
ATAD3B	1.01118	2.85121	2.0573	1283
ATAD3A	1.64836	2.3078	2.04499	1283
TMEM240	1.70923	2.19377	1.97243	1283
SSU72	1.90705	2.28405	2.10036	1283
FNDC10	1.66656	2.3289	1.9886	1283
LOC105378586	1.73915	2.16772	1.95347	1283
MIB2	1.97333	2.35572	2.17191	1283
LOC124903821	1.83638	2.21823	2.01993	1283
MMP23B	1.54856	2.72634	2.09863	1283
CDK11B	1.29015	3.03103	2.22006	1283
SLC35E2B	1.06103	3.20454	2.11644	1283
MMP23A	0.5263	3.70364	2.10039	1283
CDK11A	0.194	3.02702	1.73298	1283
SLC35E2A	0.72161	3.19311	1.9867	1283
LOC112268218	1.1221	3.03246	2.01468	1283
NADK	1.89013	2.30872	2.10847	1283
GNB1	1.88518	2.28472	2.11869	1283
GNB1-DT	1.50803	2.139	1.83775	1283
LOC124903822	1.83277	2.53257	2.18237	1283
CALML6	1.72292	2.41051	2.05375	1283
TMEM52	1.65967	2.38505	2.04357	1283
CFAP74	1.86292	2.19833	2.03665	1283
LOC107984872	1.72592	2.58675	2.15283	1283
LOC105378589	1.7892	2.28844	2.05478	1283
GABRD	1.93077	2.28067	2.0959	1283
LOC105378590	1.88169	2.28146	2.11471	1283
PRKCZ	1.92413	2.15031	2.05292	1283
PRKCZ-DT	1.85377	2.61844	2.22101	1283
PRKCZ-AS1	1.80154	2.43572	2.10587	1283
FAAP20	1.91997	2.29049	2.11227	1283
LOC112268219	1.87044	2.63198	2.23865	1283
LOC105378593	1.65182	2.46121	2.11781	1283
LOC124903823	1.86613	2.32064	2.08389	1283
SKI	1.90559	2.1879	2.07754	1283
LOC124903824	1.78808	2.32418	2.07153	1283
MORN1	1.80338	2.21977	2.09656	1283
LOC100129534	1.67254	2.37464	2.0418	1283
RER1	1.89218	2.30915	2.11876	1283
PEX10	1.93582	2.37746	2.16446	1283
PLCH2	1.901	2.17818	2.07184	1283
TNFRSF14	1.8152	2.36033	2.09074	1283
MMEL1	1.75385	2.14792	2.00666	1283
MMEL1-AS1	1.63703	2.15631	1.9468	1283
LOC105378598	1.43264	2.24693	1.90287	1283
LOC124903825	1.6369	2.39321	2.09693	1283
LOC124903826	1.67554	2.44831	2.10598	1283
ACTRT2	1.47792	2.31464	1.89585	1283
LOC124903827	1.805	2.19018	2.04221	1283
PRDM16-DT	1.79485	2.23985	2.03287	1283
PRDM16	1.77736	2.10418	1.99713	1283
MIR4251	1.53805	2.7339	2.08745	1283
LOC105378606	1.71295	2.34618	2.01949	1283
LOC107984909	1.6352	2.15467	1.90953	1283
LOC105378605	1.59828	2.31944	2.01654	1283
LOC124903828	1.75656	2.20567	1.99883	1283
LOC105378604	1.69592	2.13515	1.94708	1283
ARHGEF16	1.72556	2.10944	1.97375	1283
MEGF6	1.81864	2.083	1.99359	1283
LOC105378608	1.65008	2.39487	2.07731	1283
MIR551A	1.51126	2.46154	1.96252	1283
TPRG1L	1.82815	2.34844	2.09428	1283
WRAP73	1.88397	2.31372	2.10297	1283
TP73	1.86213	2.12062	2.00157	1283
TP73-AS3	1.75726	2.24849	1.99428	1283
TP73-AS2	1.7412	2.386	2.10186	1283
GFOD3P	1.83597	2.2518	2.06023	1283
CCDC27	1.82526	2.15405	1.99369	1283
SMIM1	1.6472	2.26403	1.98571	1283
LRRC47	1.88703	2.292	2.08246	1283
CEP104	1.82441	2.1589	1.98107	1283
LOC124903829	1.67626	2.42372	2.01664	1283
DFFB	1.81633	2.22564	2.01295	1283
C1orf174	1.80797	2.36513	2.0681	1283
LINC01134	1.85582	3.13921	2.06665	1283
LINC01346	1.67746	2.15051	1.91948	1283
LINC01345	1.41931	2.28015	1.86759	1283
LINC02780	1.78838	2.08057	1.92322	1283
LINC01777	1.67962	2.11844	1.93483	1283
LOC105376674	1.62864	2.09962	1.9008	1283
LOC124904578	1.64413	2.18672	1.89144	1283
LINC01646	1.60787	2.04136	1.84237	1283
AJAP1	1.78051	2.07413	1.93307	1283
LINC02781	1.70228	2.09672	1.91434	1283
LOC124904589	1.73095	2.19915	1.97612	1283
LOC102724429	1.67513	2.18239	1.94595	1283
LINC02782	1.71092	2.14459	1.95631	1283
LOC105376682	1.61764	2.16587	1.91395	1283
LOC124904590	1.71456	2.21587	1.99944	1283
LOC107984911	1.81759	2.23059	2.04484	1283
LOC105376686	1.69464	2.2489	1.98454	1283
LOC124900451	0.94828	2.49315	1.94076	1283
LOC124903830	1.763	2.26021	2.03568	1283
MIR4689	1.44413	2.58636	2.03649	1283
NPHP4	1.95677	2.14862	2.05712	1283
KCNAB2	1.93951	2.14759	2.0424	1283
LOC124903831	1.59513	2.39269	1.96591	1283
CHD5	1.81977	2.08803	1.96325	1283
RPL22	1.85282	2.29772	2.1047	1283
RNF207-AS1	1.70133	2.38644	2.05016	1283
RNF207	1.83328	2.22246	2.06502	1283
ICMT	1.91341	2.34803	2.15312	1283
ICMT-DT	1.74356	2.40098	2.05524	1283
HES3	1.54205	2.13031	1.84128	1283
GPR153	1.74336	2.149	1.96541	1283
ACOT7	1.94477	2.22733	2.0983	1283
HES2	1.80995	2.45221	2.18368	1283
ESPN	1.91303	2.21703	2.08025	1283
MIR4252	1.51587	2.40657	1.92555	1283
TNFRSF25	1.85292	2.35667	2.10691	1283
PLEKHG5	1.91915	2.17762	2.05132	1283
NOL9	1.8042	2.16692	1.98178	1283
TAS1R1	1.67851	2.142	1.9868	1283
LOC107984912	1.76462	2.20359	2.00469	1283
ZBTB48	1.93946	2.34372	2.13831	1283
KLHL21	1.98038	2.37077	2.16641	1283
LOC107984913	1.87831	2.37315	2.1314	1283
PHF13	1.78167	2.228	2.02872	1283
THAP3	1.88626	2.30244	2.08689	1283
DNAJC11	1.92554	2.23	2.07889	1283
LINC01672	1.69231	2.30231	1.98813	1283
LOC124904847	1.45941	2.44331	1.9188	1283
CAMTA1-DT	1.81467	2.64005	2.20413	1283
CAMTA1	1.94351	2.08787	2.01304	1283
LOC124903832	1.9389	2.2918	2.09712	1283
CAMTA1-AS3	1.74603	2.18759	1.97023	1283
LOC124900385	1.67308	2.21244	1.97889	1283
CAMTA1-AS2	1.74231	2.21515	1.98263	1283
CAMTA1-AS1	1.69405	2.59113	2.10034	1283
LOC105376691	1.67374	2.18162	1.93992	1283
LOC105376689	1.72041	2.06559	1.90909	1283
VAMP3	1.88038	2.37521	2.0823	1283
PER3	1.90313	2.21811	2.04289	1283
LOC124903833	1.91713	2.26931	2.06743	1283
UTS2	1.85313	2.10136	1.95674	1283
TNFRSF9	1.94051	2.27077	2.09618	1283
PARK7	1.8782	2.24059	2.07641	1283
LOC124903834	1.87451	2.3608	2.11594	1283
ERRFI1	1.89326	2.23815	2.06832	1283
ERRFI1-DT	1.94277	2.15987	2.05064	1283
LOC107984915	1.73067	2.23044	1.98545	1283
LINC01714	1.81018	2.33062	2.06072	1283
LOC105376695	1.7509	2.15572	1.95869	1283
LOC124903835	1.77477	2.11692	1.96501	1283
SLC45A1	1.86618	2.14515	2.0237	1283
RERE	1.97	2.23164	2.09851	1283
RERE-AS1	1.84467	2.30672	2.09854	1283
SNORD128	1.75464	2.82977	2.27516	1283
LOC124900452	1.61936	2.657	2.14289	1283
ENO1	1.88236	2.33287	2.08728	1283
MIR6728	1.65438	2.47472	2.03936	1283
ENO1-AS1	1.72869	2.56998	2.14546	1283
LOC112268261	1.87038	2.23718	2.03813	1283
CA6	1.79951	2.19844	2.04085	1283
SLC2A7	1.90277	2.22031	2.07897	1283
SLC2A5	1.84351	2.2081	2.05371	1283
LOC124900441	1.62033	2.68341	2.12251	1283
GPR157	1.73997	2.18621	2.01014	1283
MIR34AHG	1.86651	2.23459	2.0867	1283
MIR34A	1.56977	2.58508	2.07301	1283
LNCTAM34A	1.85154	2.31328	2.08835	1283
H6PD	1.93051	2.45239	2.09018	1283
LOC124903836	1.64067	2.42833	2.05316	1283
SPSB1	1.92979	2.79659	2.0467	1283
LINC02606	1.66205	2.34831	2.02683	1283
SLC25A33	1.79233	2.396	2.12437	1283
TMEM201	1.96028	2.32803	2.15769	1283
LOC124903837	1.8229	2.36349	2.08563	1283
PIK3CD	1.86436	2.27972	2.08625	1283
LOC105376712	1.65851	2.39705	2.01798	1283
PIK3CD-AS1	1.71538	2.416	2.05798	1283
PIK3CD-AS2	1.6742	2.24918	2.03592	1283
LOC124903839	1.78136	2.59018	2.19595	1283
CLSTN1	1.83379	2.26426	2.09748	1283
CTNNBIP1	1.94877	2.30459	2.11674	1283
LOC105376717	1.86526	2.40016	2.11323	1283
LOC124903838	1.80546	2.39792	2.09446	1283
LZIC	1.94813	2.39731	2.15108	1283
NMNAT1	1.86369	2.26672	2.07403	1283
TMEM274P	1.85115	2.36	2.10037	1283
MIR5697	1.56228	2.62408	2.04649	1283
LOC124903840	1.70051	2.29154	1.96057	1283
RBP7	1.88785	2.4591	2.0989	1283
UBE4B	1.9881	2.33733	2.14994	1283
KIF1B	1.92238	2.33505	2.12218	1283
PGD	1.88654	2.31482	2.11274	1283
CENPS	1.83926	2.28018	2.05381	1283
CENPS-CORT	1.848	2.23603	2.06296	1283
CORT	1.31213	2.5869	2.17996	1283
DFFA	1.85759	2.23536	2.04893	1283
PEX14	1.92815	2.15372	2.05507	1283
CASZ1	1.94549	2.14444	2.0578	1283
LOC105376733	1.8512	2.36964	2.12453	1283
LOC105376735	1.80777	2.27687	2.06483	1283
C1orf127	1.87708	2.22215	2.05457	1283
TARDBP	1.82628	2.30798	2.07119	1283
MASP2	1.51867	2.10939	1.92493	1283
SRM	1.67485	2.2049	1.9473	1283
EXOSC10	1.85569	2.29749	2.06479	1283
EXOSC10-AS1	1.73738	2.51075	2.07834	1283
MTOR	1.96738	2.22703	2.08635	1283
MTOR-AS1	1.80477	2.30662	2.05837	1283
LOC124904848	1.60841	2.78274	2.19569	1283
ANGPTL7	1.8489	2.31472	2.09211	1283
UBIAD1	1.90551	2.2249	2.07524	1283
LOC105376737	1.8109	2.33833	2.04931	1283
LOC105376739	1.75108	2.31218	2.00273	1283
LOC105376740	1.68454	2.24049	1.96678	1283
LOC124903841	1.72479	2.34023	2.04004	1283
DISP3	1.91538	2.15331	2.05057	1283
LOC124903842	1.76377	2.3558	2.0391	1283
LINC01647	1.63908	2.36	2.03319	1283
FBXO2	1.84038	2.26759	2.06475	1283
FBXO44	1.80177	2.20244	1.99759	1283
FBXO6	1.80851	2.20174	2.00258	1283
MAD2L2	1.831	2.16815	2.01358	1283
DRAXIN	1.90354	2.19105	2.04112	1283
AGTRAP	1.90333	2.29844	2.09894	1283
C1orf167	1.82303	2.211	1.98409	1283
C1orf167-AS1	1.50679	2.29921	1.92937	1283
MTHFR	1.9052	2.23644	2.07617	1283
CLCN6	1.92556	2.31531	2.15422	1283
NPPA-AS1	1.88064	2.40349	2.16239	1283
NPPA	1.64187	2.41751	2.04451	1283
NPPB	1.79792	2.44287	2.1243	1283
RNU5E-1	1.38564	2.64621	1.97266	1283
LOC124903843	1.61446	2.42677	2.02626	1283
KIAA2013	1.82264	2.35418	2.06918	1283
PLOD1	1.81826	2.22003	1.98291	1283
MFN2	1.87862	2.35964	2.11657	1283
MIIP	1.83692	2.45757	2.13173	1283
MIR6729	1.81397	2.64864	2.24927	1283
TNFRSF8	1.89579	2.24746	2.08796	1283
MIR7846	1.83728	3.04487	2.41269	1283
TNFRSF1B	1.95364	2.30541	2.14013	1283
LOC124903844	1.83869	2.36344	2.10904	1283
MIR4632	1.68192	2.74557	2.20898	1283
VPS13D	2.03715	2.262	2.1451	1283
LOC124903845	1.93933	2.37487	2.1656	1283
SNORA59A	1.8341	2.92223	2.35012	1283
LINC02766	1.73413	2.32072	2.02906	1283
DHRS3	1.8759	2.128	2.02308	1283
MIR6730	1.51213	2.70323	2.06876	1283
AADACL4	1.90364	2.21459	2.06926	1283
LOC124903846	1.77138	2.30659	2.0556	1283
AADACL3	1.76515	2.17915	1.99002	1283
LOC124904811	1.6151	2.64444	2.12936	1283
CFAP107	1.84577	2.23387	2.06411	1283
PRAMEF12	1.71969	2.25462	1.97365	1283
PRAMEF1	0.01118	3.20201	1.91483	1283
PRAMEF15	0.97536	3.19972	2.04614	1283
PRAMEF14	0.49564	3.18503	1.97651	1283
PRAMEF19	1.12544	2.61572	2.12068	1283
PRAMEF17	1.67513	2.38808	2.04818	1283
PRAMEF20	1.65762	2.13218	1.92362	1283
LRRC38	1.82379	2.05659	1.9439	1283
LOC102724856	1.71326	2.21872	1.94271	1283
LOC107984918	1.65169	2.26933	1.94425	1283
PDPN	1.87838	2.13346	2.00708	1283
LOC105378612	1.61431	2.34087	2.06978	1283
LOC105376756	1.75362	2.32587	2.05328	1283
LOC124900446	1.55669	2.60241	2.11225	1283
PRDM2	1.93526	2.17313	2.03446	1283
KAZN	1.896	2.06354	1.97597	1283
LOC107985467	1.893	2.10331	1.99301	1283
LOC124903847	1.84367	2.13072	1.98331	1283
KAZN-AS1	1.85241	2.07962	1.97705	1283
LOC124903850	1.70738	2.12787	1.94415	1283
LOC105376759	1.68844	2.28249	2.00695	1283
LOC124903848	1.78897	2.27649	2.06616	1283
LOC107985469	1.82192	2.1648	2.00836	1283
LOC124903849	1.63595	2.43815	2.05279	1283
TMEM51-AS1	1.79254	2.13018	1.98734	1283
TMEM51	1.81987	2.11215	1.96278	1283
TMEM51-AS2	1.57723	2.2	1.95115	1283
FHAD1	1.96313	2.14703	2.04861	1283
LOC124903853	1.80208	2.40267	2.10223	1283
LOC124903852	1.91241	2.43575	2.16609	1283
FHAD1-AS1	1.84882	2.20649	2.0433	1283
LOC124903851	1.79159	2.30272	2.06636	1283
EFHD2-AS1	1.79892	2.17515	1.99175	1283
EFHD2	1.879	2.17687	2.0328	1283
CTRC	1.88703	2.28621	2.08316	1283
CELA2A	1.15507	2.22015	2.04282	1283
LOC105376767	1.11912	2.40972	2.10227	1283
CELA2B	1.85867	2.29236	2.08486	1283
CASP9	1.814	2.19944	2.01128	1283
DNAJC16	1.86336	2.28336	2.09107	1283
SCARNA21B	1.5429	2.72436	2.11859	1283
AGMAT	1.74813	2.25474	1.98894	1283
LOC124903854	1.20859	2.29744	2.01895	1283
DDI2	1.85026	2.30028	2.10447	1283
RSC1A1	1.73795	2.58408	2.15705	1283
PLEKHM2	1.92926	3.00723	2.0855	1283
SLC25A34	1.88479	3.32372	2.16819	1283
SLC25A34-AS1	1.7141	3.18228	2.09963	1283
TMEM82	1.64013	3.01854	2.01002	1283
FBLIM1	1.83551	2.15992	2.01404	1283
UQCRHL	0.92554	2.40087	1.95301	1283
SPEN-AS1	1.76233	2.34818	2.05615	1283
SPEN	1.86903	2.27554	2.09427	1283
LOC124904815	1.64692	2.83374	2.17231	1283
ZBTB17	1.97951	2.28951	2.13974	1283
LOC124903855	1.83544	2.28831	2.10766	1283
SRARP	1.80013	2.33875	2.04337	1283
HSPB7	1.60867	2.2808	1.90314	1283
CLCNKA	1.31859	3.75957	1.9583	1283
CLCNKB	1.01115	3.35172	1.89328	1283
FAM131C	1.82526	2.31036	2.05139	1283
EPHA2	1.92813	2.16144	2.04761	1283
EPHA2-AS1	1.87385	2.28818	2.0845	1283
LOC124903856	1.36577	3.22105	2.48639	1283
LOC124900584	3.551	11.58756	6.93373	1283
CROCCP2	2.99787	10.04954	6.00238	1283
LOC124903858	0.84208	5.30972	2.67049	1283
LOC124903859	0.79672	5.29888	2.80278	1283
PADI4	1.70982	2.04462	1.8824	1283
LOC124903862	1.66428	2.57449	2.10051	1283
ARHGEF10L	1.87638	2.07103	1.98964	1283
LINC02810	1.6632	2.19544	1.94895	1283
ACTL8	1.81828	2.098	1.98112	1283
LOC105376809	1.67751	2.09287	1.90431	1283
LOC105376812	1.63297	2.113	1.88804	1283
LINC01654	1.72541	2.1811	1.96162	1283
IGSF21	1.63602	2.04064	1.9386	1283
IGSF21-AS1	1.72913	2.09059	1.93397	1283
LOC124903864	1.52564	2.39162	1.96544	1283
LOC124903863	1.83164	2.23444	2.03202	1283
LOC124903865	1.08002	2.24203	1.97109	1283
KLHDC7A	1.71454	2.25005	1.95375	1283
PAX7	1.89164	2.08033	1.99027	1283
TAS1R2	1.82226	2.19805	2.00878	1283
ALDH4A1	1.88926	2.12759	2.01452	1283
MIR4695	1.5249	2.62303	2.12597	1283
MIR1290	1.61541	2.59944	2.13772	1283
LOC124903866	1.60626	2.51136	2.06196	1283
IFFO2	1.93579	2.17133	2.04535	1283
LOC105376815	1.86182	2.15444	2.01722	1283
UBR4	1.97954	2.21405	2.08718	1283
EMC1-AS1	1.92849	2.23564	2.07931	1283
EMC1	1.92464	2.19515	2.06253	1283
MRTO4	1.75564	2.26887	2.04199	1283
AKR7L	1.46138	2.21944	2.00056	1283
AKR7A3	0.27848	2.23303	2.01074	1283
LOC124903867	1.84	2.22621	2.05199	1283
LOC100506730	1.64944	2.30921	1.95453	1283
AKR7A2	1.86662	2.27059	2.09755	1283
SLC66A1	1.85244	2.25015	2.03943	1283
CAPZB	1.92767	2.14015	2.04647	1283
LOC124903868	1.89095	2.33903	2.10665	1283
LOC124903869	1.76041	2.28964	2.00153	1283
LOC105376819	1.79379	2.21241	1.9855	1283
LOC105376818	1.47818	2.23862	1.91696	1283
LOC105376817	1.76482	2.20939	1.97842	1283
LOC124904816	1.47077	2.544	1.94973	1283
MICOS10-DT	1.76759	2.31059	2.04516	1283
MICOS10	1.90313	2.24513	2.06853	1283
MICOS10-NBL1	1.91054	2.17803	2.04158	1283
RPS14P3	1.60597	2.50336	2.07547	1283
NBL1	1.84026	2.13487	1.98457	1283
HTR6	1.86613	2.20715	2.0422	1283
TMCO4	1.95303	2.17031	2.06634	1283
RNF186	1.62367	2.44264	2.06521	1283
RNF186-AS1	1.697	2.22003	1.99656	1283
LOC105376823	1.9171	2.25403	2.10561	1283
OTUD3	1.94869	2.25267	2.09904	1283
PLA2G2E	1.71515	2.2949	2.05706	1283
PLA2G2A	1.83982	2.30862	2.07992	1283
PLA2G5	1.89444	2.14554	2.00918	1283
PLA2G2D	1.75869	2.14818	1.95159	1283
PLA2G2F	1.84428	2.199	2.0391	1283
LOC117779438	1.82554	2.29672	2.05377	1283
PLA2G2C	1.90913	2.19472	2.05098	1283
UBXN10	1.83656	2.20692	2.03403	1283
LOC105376825	1.78703	2.26087	2.05145	1283
LOC105376826	1.7282	2.28231	2.01316	1283
LINC01757	1.72377	2.42587	2.0516	1283
LOC105376828	1.58082	2.288	1.921	1283
VWA5B1	1.88695	2.11903	2.00678	1283
LOC124903870	1.638	2.46477	2.03513	1283
LINC01141	1.85077	2.12515	2.00921	1283
LOC124903871	1.61556	2.33708	2.00383	1283
CAMK2N1	1.60918	2.19187	1.92092	1283
MUL1	1.87564	2.32018	2.09189	1283
FAM43B	1.76964	2.47036	2.13646	1283
CDA	1.85492	2.138	2.00654	1283
PINK1	1.8549	2.23433	2.03336	1283
MIR6084	1.7041	2.73639	2.19055	1283
PINK1-AS	1.81254	2.29431	2.0324	1283
DDOST	1.82605	2.26346	2.04748	1283
KIF17	1.75844	2.23818	1.99243	1283
SH2D5	1.91626	2.28559	2.09611	1283
HP1BP3	1.95464	2.27715	2.09474	1283
EIF4G3	1.95718	2.185	2.07323	1283
LOC105376830	1.85469	2.28164	2.09012	1283
LOC105376829	1.91426	2.28664	2.09004	1283
MIR1256	1.55595	2.30144	1.94843	1283
ECE1	1.9361	2.18533	2.07468	1283
LOC124903872	1.81667	2.31233	2.04628	1283
ECE1-AS1	1.822	2.29492	2.06259	1283
LOC105376832	1.10961	2.36144	1.95806	1283
NBPF3	1.14028	2.23846	1.99819	1283
ALPL	1.89428	2.12972	2.01985	1283
LINC02596	1.70187	2.21595	1.97689	1283
RAP1GAP	1.9159	2.11003	2.01134	1283
USP48	1.89351	2.20918	2.05114	1283
LDLRAD2	1.91513	2.28846	2.09434	1283
HSPG2	1.94554	2.15818	2.06058	1283
CELA3B	1.10246	2.41329	1.7173	1283
CELA3A	0.1941	3.06772	2.01573	1283
LINC01635	1.55449	2.231	1.89625	1283
LINC00339	1.57836	2.14144	1.86995	1283
CDC42	1.82982	2.22487	2.03925	1283
WNT4	1.89864	2.16095	2.03069	1283
LOC105376845	1.86928	2.20264	2.04875	1283
LOC105376850	1.75426	2.22274	2.04308	1283
LOC107985377	1.16597	2.195	1.97649	1283
MIR4418	0.80892	2.27118	1.87015	1283
LOC105376856	1.70577	2.24833	1.95011	1283
ZBTB40	1.95451	2.18759	2.07313	1283
EPHA8	1.87013	2.1799	2.02153	1283
MIR6127	1.46228	2.47887	1.96826	1283
C1QA	1.75869	2.348	2.04621	1283
C1QC	1.7179	2.29833	1.96065	1283
C1QB	1.66856	2.12172	1.91229	1283
EPHB2	1.90554	2.11708	2.01774	1283
MIR4684	1.46033	2.54631	1.99889	1283
MIR4253	1.56682	2.71636	2.08337	1283
LOC124903874	1.76008	2.29241	2.03177	1283
LACTBL1	1.8929	2.19787	2.04234	1283
TEX46	1.74964	2.29744	1.9986	1283
KDM1A	1.955	2.23667	2.08372	1283
MIR3115	1.30495	2.52959	2.01208	1283
LUZP1	1.92979	2.18831	2.07297	1283
HTR1D	1.89351	2.1759	2.03231	1283
LOC124903876	1.85451	2.273	2.07227	1283
LOC107984928	1.68326	2.56749	2.0971	1283
MDS2	1.8159	2.20021	2.00733	1283
RPL11	1.81908	2.37572	2.11255	1283
ELOA	1.91072	2.34015	2.14597	1283
ELOA-AS1	1.62074	2.27654	2.07066	1283
PITHD1	1.82274	2.35308	2.12993	1283
LOC105376860	1.67564	2.19703	1.93425	1283
LYPLA2	1.74149	2.21903	1.98717	1283
GALE	1.835	2.40377	2.14121	1283
HMGCL	1.8762	2.27174	2.08828	1283
LOC105376861	1.63567	2.22559	1.9878	1283
FUCA1	1.87477	2.36774	2.13319	1283
CNR2	1.62577	2.06059	1.83938	1283
MIR378F	1.59613	2.39244	1.99985	1283
LOC124903877	1.73	2.30503	2.04518	1283
PNRC2	1.72041	2.31515	1.99894	1283
SRSF10	1.74838	2.27418	2.04674	1283
LOC105378615	1.59074	2.58757	2.08127	1283
LOC105376863	1.71113	2.25142	1.94704	1283
LOC107984931	1.81995	2.19862	2.02086	1283
MYOM3	1.94154	2.20115	2.06676	1283
MYOM3-AS1	1.8352	2.27118	2.06929	1283
LOC124903878	1.76113	2.43092	2.11027	1283
LOC105376864	1.84067	2.32692	2.08925	1283
IL22RA1	1.94551	2.22972	2.08261	1283
LOC124903879	1.75038	2.19572	2.00391	1283
IFNLR1	1.89026	2.15715	2.01276	1283
LINC02800	1.77431	2.16544	1.97286	1283
GRHL3-AS1	1.86177	2.18233	2.02484	1283
GRHL3	1.95903	2.22372	2.10295	1283
STPG1	1.95426	2.27131	2.11488	1283
NIPAL3	1.97877	2.27705	2.10518	1283
RCAN3AS	1.8081	2.37813	2.10043	1283
RCAN3	1.9271	2.27218	2.10601	1283
NCMAP-DT	1.90638	2.26372	2.07756	1283
NCMAP	1.68269	2.21687	2.03376	1283
SRRM1	1.91633	2.34595	2.1489	1283
LOC124904829	1.55818	2.65972	2.13088	1283
CLIC4	1.92523	2.2761	2.108	1283
LOC105376876	1.69572	2.23046	2.02135	1283
RUNX3	1.96141	2.30131	2.1204	1283
MIR6731	1.57708	2.75246	2.1601	1283
RUNX3-AS1	1.96315	2.37326	2.13518	1283
MIR4425	1.62231	2.6946	2.13162	1283
